"","gene_symbol","2021_02_12_DS1_Cell","2021_02_12_DS1_Pt","2021_02_12_DS76_Cell","2021_02_12_DS81_Cell","2024_07_02_DS76_Pt","2024_07_02_DS81_Pt"
"14338","ZHX2",5165,5580,6336,6209,4748,3117
"14339","CPN2",4,8,0,1,0,3
"14340","CPNE7",751,252,417,331,2214,981
"14341","C5orf46",0,0,0,0,0,0
"14342","CD300LB",0,16,20,2,25,38
"14343","GDPD4",0,1,4,0,4,0
"14344","RIIAD1",0,0,0,0,0,0
"14345","MPI",2058,1796,1340,1745,1193,2569
"14346","H1-8",0,0,0,0,0,1
"14347","TRIM73",1206,299,181,94,1062,1478
"14348","OPLAH",38,78,5,5,66,148
"14349","TMEM52",22,15,15,131,1,170
"14350","TMEM139",0,1,0,0,6,17
"14351","RNF186",0,0,0,0,0,0
"14352","LOC100286922",0,0,0,0,0,0
"14353","EFCAB13",239,204,58,68,177,77
"14354","MSC",0,0,0,0,0,11
"14355","APOLD1",117,283,84,55,645,38
"14356","RFLNA",7,3,0,3,0,13
"14357","EXOSC4",486,507,604,562,408,1258
"14358","DPY19L3",2781,1677,825,648,1017,156
"14359","TAF7",8223,7400,5335,5284,3884,4093
"14360","ZNF852",755,454,207,273,572,89
"14361","FOXE1",0,0,0,0,0,0
"14362","PFAS",926,434,244,163,897,475
"14363","HYI",1787,2079,472,527,629,3014
"14364","CYBC1",9575,3616,3761,2844,10166,9564
"14365","TPRX1",0,0,0,0,0,0
"14367","ZNF552",530,275,322,290,221,176
"14368","SMIM10L2A",1,0,0,5,21,5
"14369","GAK",8722,8775,4708,3872,7777,7947
"14370","ZBTB7A",6441,3037,3931,3004,1362,1504
"14371","TUFM",9896,13006,7635,8659,7722,14280
"14372","ERICH3",5,1,3,48,0,17
"14373","RMI1",1829,1117,1073,1337,547,272
"14374","CTC1",4324,3562,1628,431,7179,1419
"14375","FBXO34",2204,1857,1003,1088,849,400
"14376","SELENOW",1812,1349,678,302,1755,4209
"14377","EIF3K",5953,7229,5825,5830,5841,13076
"14378","MRFAP1L1",2997,2054,1998,1765,1303,1335
"14379","SNX18",1217,1456,1532,1106,1067,277
"14380","EXD1",15,5,4,5,103,64
"14381","AURKB",5072,3998,2713,1858,1861,2207
"14382","TAS1R2",0,0,0,0,0,0
"14383","C14orf39",0,0,0,0,0,0
"14384","MRFAP1",7771,7794,5499,5266,3316,4528
"14385","C3orf38",1375,969,767,793,500,162
"14386","KLHDC7A",0,0,17,1,14,7
"14387","TMEM107",1165,553,309,315,577,503
"14390","RRS1",1891,1329,1650,2300,697,709
"14391","EXOC3L1",12,11,3,0,7,26
"14392","TRIML2",0,0,0,0,0,0
"14393","RCC2",22057,21086,17174,20076,12271,11985
"14394","OR13D1",0,0,0,0,0,0
"14395","IGSF22",26,30,2,8,0,46
"14396","C9orf50",0,0,0,1,0,5
"14397","ZFP42",2,11,1,0,12,10
"14398","CCDC89",85,111,0,0,0,1
"14400","FAM133A",0,0,0,0,0,0
"14401","DPM3",285,398,321,192,552,1145
"14402","C12orf42",0,0,2,1,62,33
"14403","CYC1",3586,4539,2847,4739,3218,6639
"14404","PER1",3447,5451,1857,917,1348,3993
"14405","HTR1F",0,0,1,20,7,1
"14407","TMTC2",274,93,0,10,8,32
"14408","HES7",84,17,15,4,24,38
"14409","FARSA",5227,5085,4632,4515,3435,5138
"14410","SPTY2D1",2207,1956,1775,1505,809,323
"14411","RPL31P38",0,0,0,0,0,0
"14412","C10orf67",0,0,0,0,0,0
"14413","SAMD4B",3923,4460,2030,2066,3383,3013
"14414","CYP11B2",0,0,0,0,0,0
"14415","GIMAP7",0,10,269,2,391,130
"14416","ALOXE3",3,5,0,0,0,17
"14417","EDC3",2853,2991,2045,1952,1802,3445
"14418","TCAIM",1255,1283,766,627,447,201
"14419","RPS2P28",0,0,0,3,0,2
"14420","FUCA1",715,825,1303,1324,969,1186
"14421","PXT1",0,11,1,0,0,1
"14422","GGN",8,9,0,6,17,0
"14423","OR7E97P",0,0,0,0,0,0
"14424","HNRNPCL1",0,0,0,0,1,1
"14425","TMEM125",0,0,1,2,14,234
"14426","ZNF664",7409,6886,4193,3862,2391,827
"14427","SIGLECL1",0,0,0,0,0,0
"14428","CALR",31471,34727,27163,28620,12939,36111
"14429","MAGED1",1195,1527,290,105,934,1077
"14430","GVQW3",1369,575,185,251,1086,411
"14431","LDLRAD3",0,8,0,0,6,3
"14432","CDH4",0,0,225,0,11,0
"14433","SMCO3",0,0,0,0,0,1
"14434","RAD23A",8738,11371,7241,7633,4999,11738
"14435","PCARE",0,0,0,0,0,0
"14436","GADD45GIP1",2158,2687,2103,2170,1594,3892
"14438","DAND5",13,4,2,1,6,19
"14439","TMEM151A",0,0,0,0,2,1
"14440","PTPN11",11720,12217,10857,9811,4588,1289
"14441","NSUN7",141,119,22,61,72,126
"14442","RTL3",0,22,10,0,7,3
"14444","WSCD1",0,0,0,0,0,1
"14445","RAB39A",0,0,2,58,1,13
"14446","CLK3",5239,5382,2019,2610,4974,7996
"14448","HLA-DQB1",0,0,1317,4988,2292,11925
"14449","GATA2",10,50,20,2,74,62
"14450","ARID3B",869,1008,899,332,874,660
"14452","TMEM31",12,13,2,13,0,17
"14453","PACS2",2429,2209,532,860,3572,9885
"14454","OR4K11P",0,0,0,0,0,0
"14455","ELMOD2",1242,873,728,638,368,232
"14456","EGR3",83,357,20,53,23,119
"14457","CATSPERE",68,51,3,14,37,28
"14458","GPC5",0,0,0,0,0,0
"14459","VWA1",330,177,331,25,102,157
"14460","DNAJB8",0,0,0,0,0,0
"14461","GEMIN4",3005,3040,1438,1204,1199,1334
"14462","HNRNPCL4",0,0,0,0,0,0
"14463","FJX1",122,31,6,445,2,44
"14464","OR13C6P",0,0,0,0,0,0
"14465","KLHL28",757,585,333,348,414,93
"14466","MKRN3",0,0,0,277,0,173
"14467","ZBTB18",2996,1878,1630,1569,1670,368
"14469","C14orf28",256,141,97,92,60,86
"14470","ALOX12B",12,19,6,8,0,17
"14471","SLC17A8",0,0,0,2,0,0
"14472","SHARPIN",1772,2015,1131,1096,1891,4915
"14473","LBX2",211,27,9,14,0,103
"14474","DNHD1",1075,812,182,365,1034,6977
"14475","SLITRK4",2,10,0,11,0,29
"14476","HTR1D",0,0,0,1,0,0
"14477","GCC1",1626,961,1070,1079,909,757
"14478","LSMEM2",8,0,5,2,0,19
"14479","NBPF17P",0,0,0,0,0,0
"14480","RNF151",0,0,0,0,0,9
"14481","CIITA",8157,11028,4344,5624,16495,10010
"14482","ZFPM1",96,205,172,208,120,417
"14483","ALOX15B",0,2,15,2,1,0
"14484","PLD6",583,389,421,1027,334,317
"14485","GPHB5",0,0,0,0,0,0
"14486","GRM8",0,0,0,0,0,0
"14487","CDC42EP4",498,1441,503,215,452,530
"14488","DGKZP1",4,4,19,14,2,1
"14489","OR2AP1",0,1,0,2,0,0
"14490","OR6C4",0,0,0,0,0,0
"14491","ZBTB42",337,175,285,470,151,459
"14492","LACC1",260,330,209,438,116,62
"14493","MAF1",581,1075,440,689,846,1074
"14494","TPPP2",0,0,0,0,0,0
"14495","FCER1A",0,8,0,0,0,9
"14496","RPRML",5,3,0,2,0,14
"14497","ARL14",0,0,0,0,0,0
"14498","OR6C2",0,0,0,0,0,0
"14499","WDR97",490,319,42,63,509,1105
"14500","NLRP8",0,2,0,0,0,0
"14501","PCED1B",1,73,53,137,197,215
"14502","APOBEC3B",14,7,386,325,159,214
"14503","SYCN",0,0,0,0,0,0
"14504","PIPOX",78,75,37,18,42,39
"14506","FOXS1",0,0,0,0,0,0
"14507","ATOH7",1,2,0,0,0,2
"14508","CDH5",0,0,2,0,6,3
"14509","LRRC3B",28,17,0,8,17,6
"14510","OR7E22P",6,14,0,0,0,0
"14511","FAM216B",0,1,0,0,0,0
"14512","MRGPRX4",0,0,0,0,0,0
"14513","MYADM",11267,8609,3977,3479,3171,2077
"14514","MRGPRX3",34,9,12,14,19,60
"14515","MROH1",2197,2170,525,1165,1720,3691
"14516","SERTAD2",1681,2525,1878,1271,1801,503
"14517","AKAP5",125,108,65,66,71,81
"14518","NKPD1",105,38,18,31,70,235
"14519","GIPC3",102,65,1196,47,276,565
"14520","RNF227",878,529,182,90,173,116
"14521","CITED4",711,1687,451,718,1181,3558
"14522","ABCA13",13,10,7,3,224,12
"14523","NLRP11",5,2,7,2,7,0
"14524","TIGD5",1001,770,556,1316,0,78
"14525","PDXDC1",5477,4518,1554,3340,521,767
"14527","CFAP276",0,4,0,0,0,1
"14528","ZNF154",2169,995,0,1,228,7
"14529","R3HDM2",4668,5426,1904,2367,2643,1571
"14530","B3GNT3",0,0,0,0,0,8
"14531","ITLN1",0,9,0,0,6,4
"14532","NRXN1",0,0,0,0,0,0
"14533","SEPHS2",4590,3418,4401,4003,2239,2580
"14534","OR10A7",0,0,0,0,0,0
"14535","GPBAR1",8,36,5,4,23,172
"14536","ZNF784",581,344,265,206,346,460
"14537","ZNF648",0,0,0,0,0,0
"14538","C14orf119",1247,1012,1047,777,966,1703
"14539","CCR8",0,0,0,0,0,0
"14540","GOLGA8J",5,0,0,0,8,0
"14541","BBS10",584,259,218,190,222,44
"14542","FIZ1",1324,1120,993,1061,813,2162
"14543","PUF60",1328,1844,1049,1509,781,1192
"14544","SSC5D",14,12,5,0,5,3
"14545","DCTPP1",2189,2785,2099,2968,2206,3134
"14546","ZNF771",991,593,511,428,352,512
"14548","TSHZ1",3973,4358,1634,2215,1196,466
"14549","PSTK",311,315,102,108,152,104
"14552","SOCS4",2843,1615,1053,1034,1336,246
"14553","PTGR3",5178,5133,2246,2094,2635,1966
"14555","OR1E1",0,0,0,0,0,0
"14557","ZNF48",1791,1292,966,1269,1058,2090
"14558","OR1R1P",0,0,0,0,0,0
"14559","GARIN5B",0,0,0,0,0,0
"14560","C3orf80",0,7,0,1,0,0
"14561","NKX2-6",0,0,0,0,0,0
"14562","TMEM150B",1,2,10,2,23,58
"14564","ANKRD18A",0,4,0,1,2,1
"14565","WFDC11",0,0,0,0,0,0
"14566","TMEM86B",481,642,340,198,995,3403
"14567","OR3A1",0,1,0,0,2,0
"14568","SEPTIN1",1326,645,1405,610,2728,1146
"14569","TRNAU1AP",797,840,566,523,868,1807
"14570","EXOC3",4253,4101,3056,3135,3119,4295
"14572","TDRD6",0,0,0,0,0,0
"14573","C12orf40",0,0,0,0,0,0
"14574","CSNK1A1L",0,0,0,0,0,0
"14576","XIAPP3",1,0,1,1,8,0
"14577","LYNX1",0,17,0,0,16,39
"14579","TH",0,0,0,0,0,0
"14581","MED14",7226,5495,3107,1964,2164,363
"14582","FAHD1",692,780,615,521,362,304
"14584","TDRP",0,0,0,0,0,0
"14585","RCC1",7117,6852,5869,6506,4122,7730
"14586","WFDC9",0,0,0,0,0,0
"14587","MYL11",33,62,18,7,22,55
"14588","F2",0,0,1,0,0,0
"14589","RPL23P6",1,3,0,1,0,0
"14590","GARIN6",0,0,0,0,0,0
"14592","PRKRA",2665,2384,1305,1633,954,830
"14594","NACAP2",0,0,0,0,0,0
"14595","ZNRF2",877,795,1232,1070,849,284
"14596","RRH",3,1,2,1,3,0
"14597","SLC9A4",31,10,4,6,107,157
"14598","ZNF816",740,294,405,498,183,229
"14599","FGD6",97,34,567,85,290,34
"14600","ADGRD2",0,1,0,0,5,5
"14601","GPR139",0,0,0,0,0,0
"14602","LINC01869",3,3,38,5,20,22
"14603","CNEP1R1P1",0,0,0,1,0,0
"14604","PLD5",0,0,0,0,3,1
"14605","OAZ2",1003,1487,833,616,538,490
"14606","WFDC10A",0,0,0,0,0,0
"14607","PNPLA1",0,0,1,1,0,14
"14608","ALX1",0,0,0,0,0,0
"14609","CCDC43",128,191,260,166,196,164
"14610","KCTD4",0,0,0,0,0,0
"14611","MEIOC",356,634,5,15,8,26
"14612","FZD2",941,519,361,492,346,490
"14613","TIGD2",644,412,328,133,188,38
"14614","ITPRID1",0,0,0,0,0,0
"14615","HCLS1",16969,18722,9843,12940,10182,20598
"14616","MTURN",41,61,14,31,11,7
"14617","ZNF609",7736,6898,4834,4263,4456,1078
"14618","PAK2",13227,12192,9607,10999,5078,2328
"14619","CCDC66",1237,1050,338,552,565,418
"14620","DEFB124",0,0,0,0,0,1
"14623","MCFD2",4920,5472,4372,4552,3059,1323
"14624","OR10AA1P",0,0,0,0,0,0
"14625","HARBI1",278,179,101,93,134,178
"14626","DEFB123",0,0,0,0,0,0
"14627","C11orf71",432,355,210,164,423,265
"14628","CYP8B1",0,0,0,0,3,0
"14629","OR6K6",0,0,0,0,0,0
"14630","OR6K4P",0,0,0,0,0,0
"14631","TPRXL",0,0,0,0,0,0
"14632","SERTM1",0,0,0,6,0,5
"14633","GAS1",18,25,765,26,49,4
"14634","ARHGAP45",12751,16704,13695,9763,23461,32725
"14635","OR10Q1",0,0,0,0,0,0
"14636","ZNF571",582,345,129,186,221,168
"14637","GLIPR1L2",19,22,5,5,35,17
"14638","DEFB119",0,0,0,0,0,0
"14639","MIGA1",775,630,346,368,507,175
"14640","KCNE1",0,4,4,3,77,55
"14641","LOC124900286",0,0,0,0,0,3
"14642","NRIP1",6817,5838,20989,13847,9871,2072
"14643","ZSCAN4",0,0,0,0,0,11
"14644","BHLHA15",1,0,0,0,13,2
"14645","RNF182",3,35,0,7,5,15
"14646","TSPYL5",0,5,0,0,5,3
"14647","FUT7",2517,5241,1305,920,2299,3065
"14648","H2AC6",223,238,182,85,731,1020
"14649","EIF2S3B",643,458,228,228,1,1
"14651","SKIDA1",79,44,12,22,59,37
"14652","H2BC4",20,51,34,18,69,73
"14654","MB21D2",0,3,2,0,0,2
"14655","GSX2",0,0,0,0,0,3
"14656","SSTR2",7,16,42,74,26,78
"14657","ZNF594",1238,375,652,120,1137,143
"14658","PCGF5",3813,4309,972,2301,977,674
"14659","SLC47A2",0,0,0,0,0,0
"14660","PRF1",0,238,9,4,664,880
"14661","OR2A4",0,0,0,0,0,7
"14662","MAB21L1",33,7,0,56,0,4
"14663","RPL21P8",0,0,1,0,0,0
"14665","YOD1",559,1300,231,372,727,227
"14666","EXOC5P1",10,1,3,3,0,0
"14667","TMEM64",869,366,130,668,258,138
"14668","C3orf22",0,0,0,0,0,0
"14669","OR10K2",0,0,0,0,0,0
"14670","OR5AZ1P",0,0,0,0,0,0
"14671","CHRM4",2,28,2,4,11,11
"14672","OR51A9P",0,0,0,0,0,0
"14673","SHISA2",26,10,324,0,35,0
"14674","S1PR5",0,40,0,0,72,67
"14675","CLRN3",0,0,0,0,0,7
"14676","SMG1P3",1314,1589,957,819,3364,267
"14677","GPR157",45,53,110,187,107,100
"14678","PIPSL",2,2,2,4,0,0
"14679","CHST13",0,0,122,0,27,12
"14680","OR7E129P",0,0,0,0,0,0
"14681","AGTR2",0,0,0,0,0,0
"14682","SLC36A4",594,569,157,812,184,111
"14683","ZDHHC20",4577,4923,3976,3743,1667,300
"14684","ANKRD30B",2,0,0,0,7,1
"14685","OR51E1",0,0,0,0,0,0
"14686","ZFP3",1864,1059,225,16,917,80
"14687","ARSJ",0,0,0,0,0,0
"14689","HOXC9",232,201,0,2,3,10
"14690","MAP3K15",187,68,2,107,4,77
"14691","PPA1",5255,4943,3600,4997,2429,2661
"14692","HOXC10",3,6,1,0,3,0
"14693","PSMG4",1444,1171,532,684,1403,1481
"14694","BHLHE22",0,0,0,0,0,0
"14695","MAP6D1",252,161,110,74,77,314
"14696","ZNF443",1,0,0,0,0,0
"14698","CXCR2",94,69,48,72,132,436
"14699","DEFB112",0,0,0,0,0,0
"14700","GREM2",0,2,0,0,0,0
"14701","C11orf42",0,0,0,0,0,0
"14702","SSR4",6354,6843,1947,2260,2819,7431
"14703","CAPS2",238,185,8,86,54,95
"14704","ZNF792",292,355,319,211,602,175
"14705","CUEDC1",64,442,108,11,305,2383
"14706","SCRIB",8111,8562,4518,5925,7045,11173
"14707","KCTD2",1656,1869,1221,1259,1298,2952
"14708","D2HGDH",1398,1485,634,816,2635,6068
"14709","OR52B1P",0,0,0,0,0,0
"14711","OR56B3P",0,0,0,0,0,0
"14712","OXTR",67,85,7,36,24,180
"14713","CMTR2",2032,1275,1176,713,821,211
"14714","OR56B4",0,0,0,0,0,0
"14715","FAM83H",0,6,0,3,10,9
"14716","OR7E18P",0,0,0,0,0,0
"14717","GPR62",0,0,0,0,5,1
"14718","OR56A1",0,0,0,0,1,0
"14719","ZNF572",121,30,85,134,94,47
"14720","ST20",245,170,89,68,83,670
"14721","PITPNB",4813,4199,3445,4103,324,5
"14722","TCEAL8",3973,4665,657,1054,452,681
"14723","OR52E4",16,8,4,3,7,6
"14724","LRRC57",710,633,663,788,930,769
"14725","OR52N2",0,0,0,0,0,1
"14726","MRPL14",1038,1056,1050,919,1227,2147
"14727","GPR137C",31,14,19,22,104,12
"14728","C1orf105",0,0,0,0,0,0
"14729","OR52N1",4,12,4,0,18,33
"14730","BBS12",114,38,55,26,10,8
"14731","ZFP82",1105,461,324,665,366,457
"14732","OR52N5",0,0,0,0,0,0
"14733","LSMEM1",7,9,3,9,26,129
"14734","OR56B2P",0,0,0,0,0,0
"14735","NQO1",135,5,830,84,46,23
"14736","OR56B1",1,5,4,0,3,0
"14737","AEN",1817,2061,1916,2002,1571,3267
"14738","FKRP",1141,1014,574,695,123,62
"14739","TRAPPC5",1177,1528,846,755,899,2963
"14740","RPH3AL",0,0,14,0,1,0
"14741","SLC25A42",1859,1569,666,795,1624,2178
"14742","FCRL6",0,22,1,0,100,20
"14743","METTL23",778,728,792,473,803,1026
"14744","SLC26A11",148,64,74,17,56,156
"14745","HIGD1A",169,167,65,77,9,55
"14746","CHRM2",0,0,0,0,0,0
"14747","OR52N4",16,0,0,0,0,2
"14748","MAPK15",4,0,0,1,1,54
"14749","EHMT1",8802,9427,5364,3817,7073,4331
"14750","ADIPOQ",0,0,0,0,1,1
"14752","F2R",208,266,431,61,475,374
"14753","OR52P1",3,0,3,0,4,0
"14755","ZNF707",1028,310,286,273,426,1614
"14756","MUC16",0,2,0,0,0,1
"14757","NPM1",33822,33568,35997,35900,20213,18592
"14758","PJA1",3584,4002,537,771,346,898
"14759","DHTKD1",3412,3477,2642,2509,2319,661
"14760","PENK",2,0,0,0,0,0
"14761","H2BC27P",0,0,0,0,0,0
"14762","OR8G2P",0,0,0,0,0,0
"14763","C4orf50",0,1,0,0,0,0
"14764","H2AC25",0,42,0,0,7,98
"14765","ZNF746",2663,2118,1373,1886,1318,1526
"14766","POLR2A",881,937,589,546,339,16
"14768","TMEM132C",0,0,0,0,2,0
"14769","SLC25A41",2,0,0,7,0,26
"14770","MTHFD2P7",0,0,0,0,0,0
"14771","TLCD5",10,1,44,494,21,398
"14772","OR5AK2",0,0,0,0,0,0
"14773","FRAT2",1338,884,680,1290,466,1136
"14774","OR5AK3P",0,0,0,0,0,0
"14775","TMEM102",602,450,408,249,402,330
"14776","TMEM132E",0,4,0,0,0,1
"14777","ZNF322",1878,993,895,1169,662,482
"14778","NME9",0,0,0,0,0,0
"14779","SPEM1",3,0,0,0,0,0
"14780","LRRC75A",169,284,62,92,36,152
"14782","CTAGE10P",0,0,1,0,3,4
"14783","HSP90AA6P",3,0,0,1,0,0
"14784","OR5M8",0,0,0,0,0,0
"14785","CCL13",0,0,4,7,0,6
"14786","CFAP65",0,0,0,0,0,4
"14787","DDX60L",856,585,595,379,1477,307
"14788","SYNE4",153,70,14,14,73,388
"14789","OGFOD3",672,702,625,472,703,604
"14790","WASHC1",406,512,437,280,1396,1558
"14791","UTS2R",37,3,40,0,0,1
"14792","AATK",167,23,0,0,75,174
"14793","DDN",201,235,180,279,213,55
"14794","SAGE1",0,0,0,0,0,0
"14795","ZNF467",562,382,285,39,519,1737
"14796","SOX2",0,0,0,0,0,0
"14797","ZNF678",696,581,332,356,297,156
"14798","TMEM45A",392,285,79,136,1449,149
"14799","RAP2B",2294,2385,2011,2430,668,682
"14800","ZBTB2",1463,1361,1013,1130,553,316
"14801","RNF135",309,606,328,258,229,776
"14802","OR6T1",0,0,0,0,0,0
"14804","ACBD4",533,434,125,122,430,478
"14805","LOC643067",0,0,0,0,0,0
"14806","OR8D4",0,0,0,0,3,0
"14807","SGSH",309,138,189,16,112,78
"14808","RPL24P4",44,52,24,17,6,97
"14809","MAB21L2",0,0,0,0,0,0
"14810","FANCB",131,597,13,155,141,50
"14811","EDDM3B",0,0,0,0,0,0
"14812","SETD2",10541,11553,6386,6785,5934,3256
"14813","EDDM3A",0,0,0,0,0,0
"14814","LINC03040",3,7,3,2,2,35
"14815","TMIE",38,5,57,61,86,193
"14816","MEX3D",2369,1135,1081,2401,277,680
"14817","OR52D1",0,0,0,0,0,0
"14818","MRPS23",395,586,554,616,617,892
"14819","OR52H1",4,1,0,0,8,0
"14820","FDCSP",0,0,0,0,0,0
"14821","GPR135",167,126,46,15,265,15
"14823","ANKRD62",1,0,0,1,2,4
"14824","P2RY13",0,50,31,0,70,181
"14825","TNFSF15",8,1,7,1,7,5
"14826","ZFP41",597,479,710,779,931,662
"14827","PHLDA2",4,16,28,1,0,0
"14828","ATG9B",34,19,0,109,10,168
"14829","GPR88",0,0,0,0,0,0
"14830","ZNF875",2106,1572,838,834,1143,1817
"14831","PLAG1",45,16,35,406,87,25
"14832","OR8H1",0,0,0,0,0,0
"14833","OR5T1",0,0,0,0,0,0
"14834","YIPF6",2404,2156,596,626,741,717
"14836","OR5T2",0,0,0,0,0,0
"14837","ZBTB20",1052,502,90,593,513,104
"14838","OR2Z1",0,0,0,0,0,0
"14840","DIPK2A",1330,1116,649,638,421,115
"14841","MACIR",1058,754,212,960,285,380
"14842","OR8K5",0,0,0,0,0,0
"14843","AMIGO1",281,277,51,65,28,77
"14844","OR8H3",0,0,0,0,0,0
"14845","OR8H2",0,0,0,0,0,0
"14846","GPR3",78,262,79,35,85,382
"14847","TMEM252",0,0,0,0,0,2
"14848","OR5J1P",0,0,0,0,0,0
"14849","ODF3L2",3,3,0,0,0,4
"14850","OR5AS1",179,131,36,53,283,10
"14851","ACTL9",0,0,0,0,0,0
"14852","SIAH2",2193,2765,1109,1780,1416,2024
"14853","COPG1",68,255,81,105,243,781
"14854","ADGRB1",23,16,0,7,17,133
"14855","OR6S1",0,0,0,0,0,3
"14856","SLC9A9",6,33,8,11,22,75
"14857","LSM10",667,802,799,564,798,1761
"14859","RELL1",960,462,1007,627,182,126
"14860","RFX7",2989,2325,2894,3818,607,226
"14861","SLC35C1",709,475,543,710,443,1068
"14862","OR5D17P",0,0,0,0,0,0
"14863","TIGIT",0,16,0,0,24,58
"14864","RNF41",2672,2838,2291,1928,2331,1515
"14865","SLC2A4",0,70,0,31,0,8
"14866","FTMT",0,0,0,0,0,0
"14867","IBA57",1231,1126,888,976,776,707
"14868","CLDN7",0,0,10,0,30,12
"14869","ZNF329",918,761,444,597,349,799
"14870","ZNF101",1306,600,898,821,735,587
"14871","OR4C6",0,0,0,0,0,0
"14872","C5orf24",2369,1393,1054,1338,934,245
"14873","ADO",1999,1358,1536,1480,810,556
"14874","COA4",1330,1129,1175,1353,1154,1702
"14875","OR4P4",0,0,0,0,0,0
"14876","PRKAG1",870,1288,1499,1871,1194,2889
"14877","GINS3",1286,1230,1423,2279,766,643
"14878","OR4C15",0,0,0,0,0,0
"14879","OR4A21P",0,0,0,0,0,0
"14880","OR4A13P",0,0,0,0,0,0
"14881","OR4A15",0,0,0,0,0,0
"14882","OR4A16",0,0,0,0,0,0
"14883","OR52K2",0,0,0,0,0,0
"14884","NEUROG1",0,0,0,0,0,0
"14886","CCDC149",0,9,0,0,10,1
"14887","GOLGA8CP",22,7,0,4,15,0
"14888","MRPS11",1682,1852,1318,998,1373,2400
"14889","LINC00301",0,0,0,0,0,0
"14890","AQP7P2",0,0,0,0,0,0
"14892","SNRPE",2223,2582,1931,2163,1645,1978
"14893","RTKN2",1153,349,145,1073,113,104
"14894","PNMA8A",0,4,0,0,0,3
"14896","CHST15",20883,11819,6265,3972,6986,10253
"14897","ADIG",0,0,0,0,0,0
"14898","USH1G",0,0,0,0,0,0
"14900","MGAT4C",12,9,3,3,8,6
"14901","TRIM49B",0,0,0,0,0,0
"14902","IDH2",14174,15232,13270,12558,10714,12564
"14903","OR52A1",94,61,11,18,171,64
"14904","PTCHD3",0,0,0,0,0,0
"14905","OR6B2",0,0,0,0,0,0
"14906","TMEM259",13977,14551,4472,4940,11716,26626
"14907","GET1",596,567,319,694,470,532
"14908","TNRC18",6001,5644,6948,6793,7067,4028
"14909","FAM181B",0,0,0,0,0,2
"14910","TMEM30B",16,16,0,0,1,11
"14911","DEXI",1919,1378,914,1077,1584,1649
"14912","ZNF716",2,0,2,2,11,0
"14913","NOP10",1024,1609,1895,1298,1691,3474
"14914","FAM89A",71,49,348,266,334,55
"14915","KCNIP1",0,0,0,0,0,3
"14916","TDRKH",73,68,92,53,33,128
"14917","ZNF708",1377,715,608,749,446,123
"14918","IST1",6104,4678,4110,4027,5176,6372
"14919","ERCC6L2",1704,1427,1202,1366,862,390
"14920","MRPL41",320,327,487,534,670,2511
"14921","ENPP7",2,15,2,1,1,1
"14922","CREB3L2",47,87,31,25,257,71
"14923","P2RY8",12,1,24,18,29,0
"14924","UNC5C",0,0,0,0,1,0
"14925","MRGPRG",0,0,0,0,0,0
"14926","TSEN54",665,437,119,131,322,1857
"14927","RGMA",7,0,497,2009,0,44
"14928","ASB18",6,13,1,1,3,2
"14929","UBA7",7468,6997,3921,1970,19121,16731
"14930","MRPS16",3555,3496,3173,3240,2290,2607
"14931","SHISAL2A",178,116,106,50,411,285
"14932","RAD51B",387,542,202,191,302,260
"14933","CRYGB",0,0,0,0,0,0
"14934","LDOC1",1058,2176,0,2,43,13
"14935","ARL6IP4",5408,6778,3860,4226,6049,14569
"14936","EXT1",10,37,0,284,2,91
"14937","SHMT2",10174,7638,7597,9980,5482,9523
"14938","MOB2",1086,928,459,454,910,2750
"14939","HHIPL1",11,2,0,14,1,54
"14940","ATP6AP2",6242,6521,2361,2413,1104,1166
"14941","ZAR1",0,0,0,0,0,0
"14942","CYB5D1",1194,991,608,269,546,152
"14944","BACE2",8,0,0,0,0,69
"14945","UBE2E2",635,781,552,714,463,435
"14946","SYNM",165,50,123,43,0,60
"14947","KCNA4",0,0,0,0,0,0
"14948","GABRG3",0,0,0,0,5,0
"14949","NLRP10",5,0,1,2,5,9
"14950","FIGN",0,0,0,0,0,0
"14951","IZUMO1",1,0,1,0,0,3
"14952","TMIGD1",0,0,0,0,0,0
"14953","B4GALNT4",0,0,0,0,3,6
"14954","AP1S2",3219,4134,1850,1569,894,490
"14955","C8orf33",2324,2504,2825,3227,2230,2313
"14956","DCAF4L1",31,14,3,21,9,45
"14957","SPACA6",56,12,22,21,27,161
"14958","MBD3L3",0,0,0,0,0,0
"14959","ZSCAN22",534,213,198,157,248,137
"14960","KCNJ14",119,126,97,154,133,973
"14961","FBXL6",1512,1180,676,883,1728,4692
"14962","C1S",50,70,30,5,55,43
"14963","GLTPD2",0,3,0,0,0,1
"14964","KIAA2012",19,15,4,4,29,27
"14965","PRAMEF8",0,0,0,0,0,0
"14966","LIPF",0,0,0,0,0,0
"14967","OR5P3",0,0,0,0,0,0
"14968","DAOA",0,0,0,0,0,0
"14970","ZNF804B",0,0,0,0,0,0
"14972","KBTBD3",83,51,45,54,55,36
"14973","YBEY",470,446,527,522,345,483
"14974","OR5F2P",0,0,0,0,0,0
"14975","CLN8",99,155,86,670,79,94
"14976","PLCXD1",3904,3510,1446,1769,3000,2509
"14977","NXPH4",89,4,2,55,3,170
"14978","RPL27AP5",1,0,0,2,0,0
"14979","CACNB4",85,37,164,1388,69,232
"14980","IFNL1",0,0,0,0,0,5
"14982","TRAPPC6B",902,561,395,302,316,355
"14983","PGBD4",405,146,194,218,351,117
