"","id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FAM107B","FAM107B",6786.32399522777,0.957207273390377,0.540518690223975,1.77090504121835,0.0765764939076534,0.381181596234237
"SLC25A32","SLC25A32",1234.88921172154,1.07775969843418,0.608457763171014,1.77129747316786,0.0765112474357307,0.381181596234237
"DDIAS","DDIAS",515.164383904079,0.925593428532315,0.522639556913106,1.77099765275938,0.076561092050778,0.381181596234237
"ZNF608","ZNF608",7358.18941382845,1.33767528742381,0.755403300336712,1.77080942964845,0.0765923973376781,0.381181596234237
"PPM1D","PPM1D",1197.38862845039,0.823482808374774,0.464835928594321,1.77155584953386,0.0764683140498072,0.381181596234237
"XPNPEP3","XPNPEP3",795.17458537973,0.687026557999511,0.387781098287097,1.77168655469346,0.0764466027706259,0.381181596234237
"PPP1R37","PPP1R37",2561.26018532447,-1.17097855716465,0.661906664734554,-1.76909920922801,0.076877319863147,0.381357172966479
"RAB34","RAB34",3389.61222326377,-1.10958783030083,0.627358226289202,-1.76866706102508,0.0769494522749464,0.381357172966479
"INSIG2","INSIG2",400.949968089702,1.02951015449081,0.581802843185171,1.76951722830124,0.0768075982793035,0.381357172966479
"RGS3","RGS3",260.745203965056,-1.39964817572948,0.790794108021452,-1.7699274204652,0.0767392322637823,0.381357172966479
"ZAN","ZAN",35.632629250541,-1.52238314985924,0.860853380442209,-1.76845811893915,0.0769843478121299,0.381357172966479
"CFAP97","CFAP97",2258.47448300577,1.43858961455984,0.813317277852384,1.76879263939717,0.0769284855626845,0.381357172966479
"NOLC1","NOLC1",10800.6673051317,0.918271851517893,0.5191490294252,1.7688020192094,0.0769269196851439,0.381357172966479
"FEM1B","FEM1B",2488.88282900951,0.877619256468613,0.49620387873572,1.76866665916579,0.0769495193773208,0.381357172966479
"UBE2V2","UBE2V2",1736.47292932071,0.985585119530035,0.556845103861047,1.76994484228414,0.0767363296980659,0.381357172966479
"MTA1","MTA1",4781.76217674434,-0.776332396277133,0.439040583125754,-1.76824746074731,0.0770195430129405,0.381357172966479
"OR1D2","OR1D2",68.5938972575558,-1.76499231284347,0.997904301398986,-1.7686989728064,0.0769441238051624,0.381357172966479
"MON1B","MON1B",3751.84274719039,0.713149489826061,0.403439157719183,1.76767543799616,0.0771151784659245,0.381477812143124
"ZNF330","ZNF330",1404.99773661404,0.832833280165849,0.471092908328624,1.76787479803216,0.0770818368403671,0.381477812143124
"SGMS1","SGMS1",371.243336182802,0.899263222234976,0.508805245388937,1.76740163428852,0.0771609894491058,0.381528125659435
"PUM2","PUM2",2812.68289168745,1.11711495411482,0.632170681811743,1.76710971618183,0.0772098556344212,0.381593492412963
"TRIM38","TRIM38",4571.02061496889,0.746779333578868,0.423035099410474,1.76528929779007,0.0775151572617555,0.382161685467888
"UCHL5","UCHL5",1401.55724599643,1.10244350378993,0.624491068608282,1.76534711096317,0.077505446340796,0.382161685467888
"ATG101","ATG101",1444.86054402375,-1.05522124042903,0.597674562786249,-1.76554484017152,0.0774722411117629,0.382161685467888
"FBLIM1","FBLIM1",110.411154874591,-1.5263922991022,0.864739346026582,-1.76514727370261,0.077539017359762,0.382161685467888
"SF3B5","SF3B5",2693.61648460408,-0.931694943077568,0.52772754033278,-1.76548478498971,0.0774823251238436,0.382161685467888
"TRAIP","TRAIP",1102.49388729742,-1.15253066837302,0.652799677721911,-1.76551966507555,0.0774764681933832,0.382161685467888
"C1QTNF6","C1QTNF6",211.077597654937,-1.42595614406032,0.808136523145957,-1.76449907066356,0.0776479916787632,0.38252266494301
"ARHGAP35","ARHGAP35",4902.67761133925,0.823779064833558,0.466925980667871,1.76426050153658,0.0776881307315952,0.382544360387179
"ATP13A3","ATP13A3",3304.47786112233,1.39805670582947,0.792671517541636,1.76372769159834,0.0777778365702509,0.382634071913849
"BRSK1","BRSK1",137.708576042844,-1.79415953733652,1.01722104566816,-1.7637853099648,0.077768131664264,0.382634071913849
"DYNLT2B","DYNLT2B",200.861401710916,-1.09355098951593,0.620132546955604,-1.76341492618708,0.0778305341853334,0.382717440723011
"ERO1A","ERO1A",2060.98201903521,0.935367796220619,0.530611688685273,1.76281038689184,0.0779324749832422,0.383042766159599
"FKBP8","FKBP8",13555.6934447494,-0.941440878748666,0.534752822492917,-1.76051596017735,0.0783203638349584,0.384660352956134
"MRPL20","MRPL20",379.686635914027,-0.976115214717928,0.554472701946388,-1.76043872185489,0.0783334488037713,0.384660352956134
"KIAA1143","KIAA1143",2845.17171239971,1.11909853758157,0.636167590144495,1.75912535457424,0.0785562192714714,0.38557740820775
"CAPZA1","CAPZA1",5895.05307265001,0.945478942769015,0.537584073886676,1.75875549276098,0.0786190473705205,0.38560522619844
"EAF2","EAF2",754.71177104588,-0.848051643095772,0.48221249298912,-1.75866792218282,0.078633928892218,0.38560522619844
"JTB","JTB",3939.42911240602,-1.02341832971163,0.582090790778961,-1.75817646649602,0.0787174881570077,0.385838237509509
"MXD4","MXD4",2956.00259575981,-0.932963914743081,0.530719975008395,-1.75792123657739,0.0787609118646681,0.385874398860994
"ZXDC","ZXDC",1869.97801996226,-0.734832294505451,0.418256360269217,-1.75689448938078,0.0789357951067489,0.386024525636248
"ARL11","ARL11",2380.44768768094,1.3875802410259,0.789622904677068,1.75726949257302,0.0788718851838897,0.386024525636248
"SLC45A3","SLC45A3",391.039399573499,-1.4155602420449,0.805509041852402,-1.75734866835211,0.0788583970344822,0.386024525636248
"MFSD12","MFSD12",3956.22902100649,-1.40385184887476,0.799043769882637,-1.75691482968568,0.0789323275298959,0.386024525636248
"GNL3","GNL3",4517.3302405295,0.823880507159731,0.469128993008329,1.75619183516356,0.079055658373958,0.386434165704667
"RRM2B","RRM2B",918.054756112793,1.1272534710506,0.642237362603818,1.75519759000066,0.0792255159996523,0.386734677964559
"SEL1L","SEL1L",2384.93105849624,1.01034636627028,0.575601288028188,1.75528857784765,0.0792099592367976,0.386734677964559
"LYRM2","LYRM2",1179.0088206604,0.75168842902814,0.428173784657837,1.75556854707682,0.0791621067237172,0.386734677964559
"LRRC14","LRRC14",3003.52018603089,-0.916558991485116,0.522306985007961,-1.75482813325031,0.0792887098676672,0.386866745275013
"NFKBIA","NFKBIA",3298.97212215208,-0.950583389666663,0.542063958689738,-1.75363695451066,0.0794927346553136,0.38718608503316
"ZBTB17","ZBTB17",2552.24312999332,-0.881729846253489,0.503032802404071,-1.75282773218678,0.0796315813726338,0.38718608503316
"SPART","SPART",2561.12560385273,1.07686241533638,0.614214845620788,1.75323410532025,0.0795618310709393,0.38718608503316
"ATIC","ATIC",703.298011459883,-1.27423414009288,0.726987948353768,-1.7527582719608,0.0796435085701091,0.38718608503316
"DHRS4","DHRS4",576.035645084489,-0.892885308280707,0.509223312532357,-1.75342582773834,0.0795289408870387,0.38718608503316
"USF1","USF1",4630.97155394535,-0.828236752883549,0.472465041013883,-1.75301171723986,0.0795999958335894,0.38718608503316
"TRAPPC5","TRAPPC5",1347.26151510989,-1.01817181425096,0.580600710327535,-1.75365237441163,0.0794900908143016,0.38718608503316
"ARPC4-TTLL3","ARPC4-TTLL3",629.973224699054,-1.28069873630663,0.730390642121405,-1.7534435170019,0.0795259068322184,0.38718608503316
"C11orf80","C11orf80",435.204820223649,-1.24730978521398,0.711713861730509,-1.75254389760119,0.0796803285109646,0.38718924952786
"DDX6","DDX6",7933.44521436695,0.928978775990392,0.530206390763115,1.75210784361413,0.0797552658095169,0.387377550131977
"EIF4A1","EIF4A1",5542.71646365983,-0.961316094254272,0.548781499434162,-1.75172832037062,0.0798205347330158,0.387518741186818
"KCNAB3","KCNAB3",410.414183659027,-1.24543301278418,0.71132933517416,-1.75085287671884,0.079971255684171,0.388074475112897
"TRAPPC6A","TRAPPC6A",1135.79934831621,-0.729008927889656,0.416710752441575,-1.74943632632054,0.0802156262180341,0.388115721679782
"SNX13","SNX13",767.459888020285,0.977360813812541,0.558869990329991,1.74881605869631,0.0803228200274079,0.388115721679782
"TRMU","TRMU",2573.52266526688,-0.949923368643333,0.54312824545515,-1.74898539450343,0.080293544101356,0.388115721679782
"EMC2","EMC2",472.647775759233,0.898223602628755,0.513341722260763,1.74975764423154,0.0801601422086092,0.388115721679782
"GUCA1B","GUCA1B",117.198749626416,-1.74542371200403,0.998124532583588,-1.74870334815446,0.0803423109988227,0.388115721679782
"LMAN2L","LMAN2L",947.552497734348,-1.15411719121903,0.659398540570671,-1.75025742431915,0.0800739039718944,0.388115721679782
"ENDOD1","ENDOD1",1923.83330829006,1.1980575950888,0.684426755978408,1.75045406191951,0.0800399943610658,0.388115721679782
"STOML2","STOML2",849.11575598204,-1.2811470469294,0.73233155235734,-1.74940850603179,0.0802204315917597,0.388115721679782
"SEPHS2","SEPHS2",3468.48148948767,0.703964375464493,0.402447093062395,1.7492097411059,0.0802547708857343,0.388115721679782
"HSPE1-MOB4","HSPE1-MOB4",65.4620297124621,1.35848985779621,0.776822435766514,1.74877783551107,0.0803294295111039,0.388115721679782
"CPSF1","CPSF1",11594.0024392244,-0.851198485318597,0.486850286806637,-1.74837831749428,0.0803985398871094,0.388212164858595
"CKAP2","CKAP2",2155.8950873272,1.14166584686402,0.653082733161329,1.74811825346789,0.0804435528483277,0.38825438829637
"CCDC57","CCDC57",1233.91484310559,-0.963276009432024,0.55111570656093,-1.74786528121845,0.0804873579742259,0.388290746784177
"DUSP2","DUSP2",574.33472787762,-1.0264607819396,0.587347765429073,-1.74762013641058,0.0805298261696524,0.388320625741499
"NAGK","NAGK",3178.0284578358,-1.08651676919048,0.62185880567215,-1.74720814319916,0.0806012397067054,0.388489991472437
"UBXN2B","UBXN2B",944.906373213357,1.09709023657948,0.628213212539271,1.74636606598097,0.0807473625750329,0.389019134278005
"PMM1","PMM1",744.319804038056,-1.64100728268507,0.940203756612508,-1.74537409699096,0.0809197715485329,0.389208737060736
"PI4KAP2","PI4KAP2",3294.57742511693,-1.20102511089831,0.688311843684467,-1.74488514460152,0.0810048637245511,0.389208737060736
"DDX51","DDX51",2575.29629989962,-0.884109580416962,0.506539104353181,-1.74539255275447,0.0809165611217612,0.389208737060736
"BLM","BLM",2128.74912525311,0.751543221519704,0.430671300821009,1.74505062233542,0.0809760575764557,0.389208737060736
"ASAH2B","ASAH2B",62.8359793645417,1.25048572538962,0.716536013813369,1.74518196054737,0.080953200312132,0.389208737060736
"KRT8P12","KRT8P12",214.281582953936,-1.14661107697183,0.656960126606808,-1.74532826351892,0.0809277448443178,0.389208737060736
"TARS1","TARS1",5922.03477929936,0.768381441738537,0.440429354932013,1.74461904760446,0.0810512029872345,0.389256674732322
"METTL2A","METTL2A",478.468453983909,1.12185357567175,0.643250722515603,1.74403780113055,0.0811524985634913,0.389568384359719
"DGCR6","DGCR6",134.188447999304,-1.62639740749878,0.932700708450065,-1.74375058661795,0.0812025902242291,0.389634122971928
"PSEN2","PSEN2",52.6581890045479,1.26755093537507,0.727135535342773,1.74321137362314,0.0812966994766832,0.389847230524128
"ITPA","ITPA",1700.35979938319,-0.878141771554821,0.503807285764598,-1.74301125920027,0.0813316481125654,0.389847230524128
"PGP","PGP",1912.75843644326,-1.06378642936337,0.610364619507203,-1.74287040133855,0.0813562553004112,0.389847230524128
"PTGER2","PTGER2",186.172084781425,-1.56952954558321,0.901253962994423,-1.74149530546133,0.0815967954449853,0.390824919569829
"NPRL2","NPRL2",1398.33337696503,-0.909557133547323,0.522520512214322,-1.74071086643628,0.0817342725736156,0.391090055676574
"STK33","STK33",297.073689235263,-1.60727589614337,0.92323986173233,-1.74090825446764,0.0816996615863914,0.391090055676574
"ACAP3","ACAP3",2001.62151218979,-1.19278916233259,0.685292741611606,-1.74055420392677,0.0817617510139348,0.391090055676574
"RPL7L1","RPL7L1",6718.12054728992,0.741387041135437,0.426179409778972,1.73961252966196,0.0819270776425157,0.391530967037112
"CDCA2","CDCA2",1343.82395888683,1.07754520306593,0.619385240211227,1.73970113123532,0.081911510610905,0.391530967037112
"CDV3","CDV3",7772.69881378579,0.936138426062699,0.53832501881749,1.73898368706523,0.0820376323741842,0.391534932931628
"TCTA","TCTA",1763.78004690205,-1.12901382722084,0.64913904439317,-1.73924806553004,0.0819911381407358,0.391534932931628
"PDSS1","PDSS1",56.7343734266819,-1.39299419610501,0.800967577621596,-1.73913930479107,0.0820102624779825,0.391534932931628
"CBFB","CBFB",2979.15176302188,1.09564459251106,0.63024723885352,1.7384361643601,0.0821339890328038,0.391820121477792
"EGR3","EGR3",95.5839670206072,-1.57870447682598,0.908384315655166,-1.73792573211411,0.0822239009121947,0.392074324839663
"EHD1","EHD1",2480.49602738159,-0.948909156330218,0.546126029584903,-1.73752779564721,0.0822940521793132,0.392234117800333
"TRPC4AP","TRPC4AP",4437.70130887372,-0.686771021437903,0.395382759468927,-1.73697766275992,0.0823911137001153,0.39231906929045
"TST","TST",1470.69891797554,-0.902548795983603,0.519660788418027,-1.73680373062431,0.0824218203488296,0.39231906929045
"ANKRD28","ANKRD28",5352.4873365843,1.09556441402446,0.630747929557797,1.73692906894285,0.0823996917058267,0.39231906929045
"ARHGEF40","ARHGEF40",228.359315144308,-1.35073240608696,0.77780510934043,-1.73659492572936,0.0824586958229392,0.392320150570917
"AKAP1","AKAP1",3924.58256395824,0.742602285112156,0.427863201616588,1.73560680681674,0.0826333815768429,0.392627762885088
"GINS4","GINS4",1412.27232144376,0.967338980520406,0.557238918341687,1.73595014396904,0.0825726503436948,0.392627762885088
"TOM1L2","TOM1L2",1182.02016995371,-1.00837328855492,0.580964654538499,-1.73568784379136,0.082619044078652,0.392627762885088
"THRA","THRA",1935.22651344457,-0.654334864598921,0.377090471704698,-1.73521983104186,0.0827018752281983,0.392655835419676
"ZNF765","ZNF765",722.044168556107,0.819462309583028,0.472269294634132,1.73515898427796,0.0827126491239018,0.392655835419676
"IFT27","IFT27",1235.88152666085,-1.01769523462862,0.586786145519454,-1.73435457261471,0.0828551900727063,0.392790156830434
"CAPN15","CAPN15",7201.27388449534,-0.833878784803042,0.480875915681114,-1.73408307135103,0.0829033447361548,0.392790156830434
"SNRNP70","SNRNP70",23345.5413539574,-0.939445482168254,0.541790533490373,-1.73396437201675,0.0829244048983448,0.392790156830434
"CPSF2","CPSF2",3282.04186182544,0.921421764508477,0.531345340457092,1.73412975394838,0.0828950632903273,0.392790156830434
"DIPK1C","DIPK1C",1365.87239955486,-1.34756312296649,0.777005235010409,-1.73430378876204,0.0828641955973403,0.392790156830434
"FGFR4","FGFR4",237.326193777394,-1.71537372212256,0.989557368100227,-1.73347577151163,0.0830111402212686,0.393027092467351
"FAM174C","FAM174C",1949.55887732512,-1.30690427298716,0.754055591112733,-1.73316700836156,0.0830659890928261,0.393112914782804
"SAC3D1","SAC3D1",1194.44970901519,-1.07056156916599,0.617843500956195,-1.73273906338604,0.0831420580435855,0.393299041695353
"TOGARAM2","TOGARAM2",53.308707052545,-1.43878723923582,0.830727875239824,-1.7319597453263,0.0832807299452825,0.393781013279262
"EIF3E","EIF3E",12430.1014011249,0.886507315139248,0.512103859314499,1.73110844414632,0.0834324245812198,0.393897342717611
"DEK","DEK",9841.14699532345,1.07008503869074,0.618174170751562,1.73104132996976,0.0834443932680938,0.393897342717611
"ENGASE","ENGASE",1732.96804655723,-1.31811428733786,0.761477464904818,-1.73099579184871,0.0834525150194808,0.393897342717611
"ZNF730","ZNF730",207.24735829944,1.57624653894885,0.91057438938497,1.73104642226265,0.0834434850943816,0.393897342717611
"USP21","USP21",965.166334385385,-0.850161639359135,0.491572076945968,-1.72947504390609,0.0837241092354069,0.394309982122759
"SPOPL","SPOPL",415.53843078979,1.2032809263252,0.695706677326101,1.72958082125922,0.0837051950601145,0.394309982122759
"IPMK","IPMK",523.900342078883,1.35525927278879,0.783293289268466,1.73020666888963,0.0835933572794082,0.394309982122759
"OR52A1","OR52A1",67.6105042859485,-1.59155896542657,0.919980610717136,-1.72999185731309,0.0836317300526046,0.394309982122759
"EIF5AL1","EIF5AL1",172.704815855643,1.35447709568322,0.783165385865527,1.72949050114913,0.0837213450913713,0.394309982122759
"TRIB2","TRIB2",2056.24435571605,1.36731676363775,0.790770208106067,1.72909493759576,0.0837921050632011,0.394456677529273
"MAPKAPK2","MAPKAPK2",6636.53599576446,-0.829729680815951,0.480003281526664,-1.72859168415885,0.0838821990087634,0.394565780443754
"GATD1","GATD1",746.418182802166,-0.9623646438383,0.556745577862717,-1.72855372741838,0.0838889973180742,0.394565780443754
"AK2","AK2",7172.83049867382,0.959705027429813,0.555813280005657,1.72666804114512,0.0842272984297922,0.394575528017303
"POLR3G","POLR3G",212.837949554794,1.31395410959637,0.761059275725454,1.72648064547126,0.0842609783376404,0.394575528017303
"DARS1","DARS1",4370.95601976242,0.896316539796587,0.518862821991015,1.72746340999569,0.0840844710653294,0.394575528017303
"PLEKHA3","PLEKHA3",121.430702946519,1.02944273106098,0.595962042214955,1.72736291599201,0.0841025063228152,0.394575528017303
"FAM210B","FAM210B",808.552939692745,-1.22220780315653,0.707943201819802,-1.72642070721886,0.0842717531108101,0.394575528017303
"POT1","POT1",1104.90477609753,0.869489238434059,0.503613013472488,1.72650272168068,0.0842570100986675,0.394575528017303
